,Unnamed: 0,variant,main_verb,determiner,noun,gerund,participle,latitude,longitude,weight
81,3521,Y needs X Ved,want,the,paperwork,no value,sent,50.92132718030879,-1.3964665872724658,1.0
82,3560,Y needs X to be Ved,want,the,box,no value,removed,51.105097,-2.9262307,1.0
83,3627,Y needs X to be Ved,want,the,police,no value,questioned,51.5073509,-0.12775830000000002,1.0
84,3633,Y needs X Ving,want,the,old,chasing,no value,53.4807593,-2.2426305,1.0
85,3647,Y needs X Ving,need,the,complete,dismantling,no value,55.953252,-3.1882669999999997,1.0
86,3649,Y needs X Ved,need,the,same,no value,done,54.46800280640078,-6.374930922069961,1.0
87,3649,Y needs X Ving,want,the,team,representing,no value,53.22739,-4.129263,1.0
88,3737,Y needs X Ved,need,the,hay,no value,stored,57.73945361627269,-4.20044052988233,1.0
89,3747,Y needs X Ved,deserve,the,well,no value,earned,51.5463526,-0.10875430000000001,1.0
90,3754,Y needs X Ved,want,the,backstop,no value,amended,51.898514299999995,-8.4756035,1.0
91,3829,Y needs X to be Ved,want,the,pl,no value,established,52.40443565445794,-4.001616560131069,1.0
92,3834,Y needs X to be Ved,wants,the,pilot,no value,trained,53.731463621358344,-7.705823528713598,1.0
93,3867,Y needs X Ved,want,the,show,no value,cancelled,56.643558,-2.889062,1.0
94,3873,Y needs X Ving,deserve,the,mob,beating,no value,51.376165,-0.098234,1.0
95,3890,Y needs X Ving,want,the,postage,covering,no value,53.193392,-2.893075,1.0
96,3936,Y needs X to be Ved,needs,the,context,no value,appreciated,51.5073509,-0.12775830000000002,1.0
97,3960,Y needs X Ving,wanted,the,game,stopping,no value,53.4807593,-2.2426305,1.0
98,4022,Y needs X Ving,needs,the,tick,taking,no value,53.44720665498678,-2.729829563404965,1.0
99,4049,Y needs X Ving,want,the,happy,ending,no value,51.50378618328007,-0.18918959310973202,1.0
100,4239,Y needs X Ving,want,the,professional,printing,no value,52.466004563556154,-1.14487244341663,1.0
101,4240,Y needs X Ved,want,the,manager,no value,sacked,51.58498968425536,0.07886340531342599,1.0
102,4255,Y needs X Ved,want,the,matter,no value,resolved,51.5452153,-0.0749183,1.0
103,4259,Y needs X to be Ved,want,the,manager,no value,sacked,50.759711180522785,-1.5505730870166867,1.0
104,4261,Y needs X Ving,wants,the,patio,finishing,no value,53.381129,-1.470085,1.0
105,4271,Y needs X to be Ved,want,the,game,no value,played,50.81846710000001,-0.12033669999999999,1.0
106,4283,Y needs X Ved,want,the,details,no value,sent,51.5073509,-0.12775830000000002,1.0
107,4325,Y needs X Ving,needs,the,full,backing,no value,52.85897361811697,-9.110049024189893,1.0
108,4333,Y needs X Ving,need,the,police,tackling,no value,51.50162518576445,0.244712403561457,1.0
109,4353,Y needs X Ved,want,the,details,no value,sent,51.5073509,-0.12775830000000002,1.0
110,4390,Y needs X to be Ved,want,the,homeless,no value,chosen,52.63687779999999,-1.1397591999999999,1.0
111,4397,Y needs X Ving,need,the,most,looking,no value,51.07231817690454,-1.8019805833847842,1.0
112,4469,Y needs X Ved,want,the,envolopes,no value,done,53.455568156181094,-2.522772064827914,1.0
113,4484,Y needs X to be Ved,wanted,the,name,no value,linked,51.5557739,-1.7797176,1.0
114,4489,Y needs X Ving,need,the,nurse,doing,no value,51.15682418118275,-0.96688758918747,1.0
115,4498,Y needs X Ving,needed,the,metaphorical,sectioning,no value,53.34331261465831,-9.10650402195976,1.0
116,4512,Y needs X Ving,needs,the,most,looking,no value,53.456952157913115,-2.233479566883483,1.0
117,4522,Y needs X Ving,deserve,the,twitter,knocking,no value,51.5073509,-0.12775830000000002,1.0
118,4525,Y needs X Ving,needs,the,aerial,moving,no value,53.456952157913115,-2.233479566883483,1.0
119,4537,Y needs X Ving,deserve,the,twitter,knocking,no value,51.5073509,-0.12775830000000002,1.0
120,4638,Y needs X to be Ved,want,the,crux,no value,called,50.7155591,-3.530875,1.0
121,4680,Y needs X Ving,want,the,eu,dictating,no value,52.264821666596404,-2.1559445741164116,1.0
122,4721,Y needs X Ving,needs,the,aerial,moving,no value,53.456952157913115,-2.233479566883483,1.0
123,4753,Y needs X to be Ved,want,the,nhs,no value,destroyed,53.40837140000001,-2.9915726,1.0
124,4761,Y needs X Ved,wants,the,chicken,no value,wrapped,52.486243,-1.8904009999999998,1.0
125,4825,Y needs X to be Ved,want,the,non-shippers,no value,respected,50.551465670160894,-3.54395357336183,1.0
126,4883,Y needs X Ving,need,the,kitchen,sorting,no value,53.81750529999999,-3.0356748,1.0
127,4967,Y needs X to be Ved,want,the,club,no value,featured,51.66509866457301,-3.186484569938478,1.0
128,5047,Y needs X to be Ved,wanted,the,show,no value,done,51.5148301840845,-0.035019094221937004,1.0
129,5058,Y needs X Ving,need,the,self,serving,no value,51.44051418303791,-0.30699559257628,1.0
130,5070,Y needs X Ving,deserve,the,name,calling,no value,53.381129,-1.470085,1.0
131,5090,Y needs X Ving,want,the,fing,murdering,no value,53.39339316705416,-0.7643745779087869,1.0
132,5132,Y needs X Ving,need,the,music,playing,no value,53.35490213361106,-6.247621039910087,1.0
133,5144,Y needs X Ving,wanted,the,nhs,saving,no value,53.368393155465526,-2.740722063765359,1.0
134,5246,Y needs X Ving,need,the,self,serving,no value,51.44051418303791,-0.30699559257628,1.0
135,5403,Y needs X to be Ved,wants,the,litecoin,no value,used,50.3754565,-4.1426565,2.0
136,5404,Y needs X Ving,needs,the,screen,replacing,no value,51.457876669614194,-2.585389575449031,1.0
137,5423,Y needs X Ving,need,the,triffids,removing,no value,52.22045018239496,0.5115784057048179,1.0
138,5692,Y needs X Ving,wanted,the,service,fixing,no value,55.864237,-4.251806,1.0
139,5940,Y needs X Ving,want,the,order,cancelling,no value,53.59007965702301,-2.228954566168337,1.0
140,5964,Y needs X to be Ved,needs,the,opportunity,no value,rested,51.5073509,-0.12775830000000002,1.0
141,5967,Y needs X to be Ved,want,the,os,no value,installed,53.557788,-1.9949813000000003,1.0
142,5970,Y needs X Ving,needs,the,shit,coaching,no value,51.5073509,-0.12775830000000002,1.0
143,5988,Y needs X Ving,needs,the,shit,coaching,no value,51.5073509,-0.12775830000000002,1.0
144,6051,Y needs X to be Ved,need,the,money,no value,spent,51.5073509,-0.12775830000000002,1.0
145,6087,Y needs X to be Ved,need,the,tickets,no value,released,52.45689100000001,-2.148731,1.0
146,6122,Y needs X to be Ved,want,the,vote,no value,taken,52.63687779999999,-1.1397591999999999,1.0
147,6141,Y needs X Ving,deserves,the,finest,raising,no value,56.46201800000001,-2.9707209999999997,1.0
148,6187,Y needs X Ving,deserve,the,most,depressing,no value,51.5073509,-0.12775830000000002,1.0
149,6192,Y needs X Ving,want,the,scenes,following,no value,55.864237,-4.251806,1.0
150,6204,Y needs X Ving,wanted,the,fairytale,ending,no value,55.858302128951905,-4.241751039861819,1.0
151,6220,Y needs X Ving,need,the,proposed,recording,no value,52.51487266574419,-2.009332573787036,1.0
152,6232,Y needs X Ved,need,the,power,no value,plugged,55.524015132387454,-4.063522042847547,1.0
153,6239,Y needs X Ving,need,the,signs,sorting,no value,53.381129,-1.470085,1.0
154,6266,Y needs X to be Ved,need,the,change,no value,highlighted,51.5454736,-0.1627902,1.0
155,6293,Y needs X Ving,needs,the,lid,removing,no value,52.84708966173086,-2.2981335698335514,1.0
156,6346,Y needs X Ving,need,the,straight,talking,no value,53.456952157913115,-2.233479566883483,1.0
157,6347,Y needs X Ving,need,the,day,filming,no value,51.5180626,-0.1168289,1.0
158,6347,Y needs X Ving,need,the,day,filming,no value,53.8007554,-1.5490774,1.0
159,6396,Y needs X Ved,want,the,steward,no value,sacked,54.46556612568332,-6.263555534146981,1.0
160,6416,Y needs X Ved,wants,the,site,no value,developed,51.903862625520325,-9.033306029107486,1.0
161,6439,Y needs X Ved,want,the,transition,no value,ended,52.264821666596404,-2.1559445741164116,1.0
162,6457,Y needs X Ved,want,the,meter,no value,removed,52.481138,1.7534490000000005,1.0
163,6526,Y needs X Ving,needs,the,help,removing,no value,53.4696968,-1.3259683,1.0
164,6537,Y needs X Ved,want,the,shit,no value,beaten,52.486243,-1.8904009999999998,1.0
165,6558,Y needs X Ving,wanted,the,fairytale,ending,no value,53.99123065837426,-1.541875568819093,1.0
166,6591,Y needs X Ved,need,the,parcel,no value,delivered,52.51665666885469,-1.4813510776445409,1.0
167,6681,Y needs X Ving,want,the,more,rewarding,no value,51.79587779724052,-3.4830085221658718,1.0
168,6686,Y needs X Ving,want,the,white,training,no value,52.95478320000001,-1.1581086,1.0
169,6712,Y needs X to be Ved,want,the,day,no value,done,51.51475168258629,-0.29742959222277804,1.0
170,6761,Y needs X to be Ved,want,the,him,no value,sacked,52.590272999999996,-3.853485,1.0
171,6837,Y needs X to be Ved,want,the,dail,no value,informed,53.34980529999999,-6.260309700000001,1.0
172,6876,Y needs X Ving,need,the,boiler,servicing,no value,51.718495000000004,-1.968243,1.0
173,6886,Y needs X Ved,want,the,perpetrator,no value,punished,50.68899999999999,-4.593999999999999,1.0
174,6908,Y needs X to be Ved,deserves,the,right,no value,treated,52.4750743,-1.8298330000000005,1.0
175,6952,Y needs X to be Ved,want,the,economy,no value,destroyed,52.486243,-1.8904009999999998,1.0
176,6969,Y needs X Ved,want,the,system,no value,changed,52.480419672383405,-0.9213095819938659,1.0
177,6973,Y needs X to be Ved,want,the,game,no value,called,52.95478320000001,-1.1581086,1.0
178,7010,Y needs X to be Ved,want,the,bbc,no value,treated,51.481581,-3.17909,1.0
179,7010,Y needs X to be Ved,want,the,bbc,no value,treated,51.578829,-3.218134,1.0
180,7020,Y needs X Ving,need,the,kehrer,booking,no value,52.2545225,-2.2668382,1.0
181,7050,Y needs X Ved,want,the,result,no value,respected,52.486243,-1.8904009999999998,1.0
182,7050,Y needs X Ved,want,the,result,no value,respected,54.77525,-1.5848520000000001,1.0
183,7054,Y needs X Ving,need,the,bar,lifting,no value,52.52048900000001,-1.465382,1.0
184,7160,Y needs X Ved,need,the,name,no value,changed,50.7825366718571,-2.9935715761479242,1.0
185,7242,Y needs X Ving,want,the,job,doing,no value,52.95478320000001,-1.1581086,1.0
186,7265,Y needs X Ving,want,the,undertaker,knocking,no value,51.38544518372361,-0.252753593305613,1.0
187,7406,Y needs X Ving,want,the,bonus,coaching,no value,53.3900441,-2.5969501,1.0
188,7449,Y needs X Ved,want,the,players,no value,injured,52.95478320000001,-1.1581086,1.0
189,7544,Y needs X to be Ved,want,the,conversation,no value,hidden,51.506494683598575,-0.127278093497631,1.0
190,7545,Y needs X Ving,need,the,students,dropping,no value,52.44586367162215,-1.092320580921263,1.0
191,7641,Y needs X Ving,need,the,live,painting,no value,53.4807593,-2.2426305,1.0
192,7734,Y needs X Ving,need,the,momentum,taking,no value,53.4807593,-2.2426305,1.0
193,7747,Y needs X Ved,want,the,money,no value,sent,51.5073509,-0.12775830000000002,1.0
194,7774,Y needs X Ved,need,the,job,no value,done,51.5073509,-0.12775830000000002,1.0
195,7781,Y needs X to be Ved,needs,the,card,no value,registered,53.3900441,-2.5969501,1.0
196,7787,Y needs X Ved,want,the,twat,no value,stripped,53.55263000000001,-1.479726,1.0
197,7820,Y needs X Ved,want,the,assembly,no value,restored,54.547791369920596,-6.125705399283787,1.0
198,7853,Y needs X Ving,wanted,the,games,kicking,no value,53.3727181,-3.073754,1.0
199,7853,Y needs X Ving,wanted,the,games,kicking,no value,53.40837140000001,-2.9915726,1.0
200,7928,Y needs X Ving,deserves,the,great,following,no value,53.801955659532176,-1.5654895697287041,1.0
201,7952,Y needs X Ving,deserves,the,good,kicking,no value,52.486243,-1.8904009999999998,1.0
202,7960,Y needs X Ving,need,the,fans,turning,no value,53.81750529999999,-3.0356748,1.0
203,7976,Y needs X Ving,want,the,incels,using,no value,55.864237,-4.251806,1.0
204,8034,Y needs X Ving,need,the,only,tracking,no value,51.5073509,-0.12775830000000002,1.0
205,8077,Y needs X to be Ved,want,the,games,no value,moved,51.700369,-3.045268,1.0
206,8098,Y needs X Ving,deserved,the,win,playing,no value,51.443845685516976,0.13187040409183598,1.0
207,8104,Y needs X to be Ved,want,the,building,no value,adapted,51.5454736,-0.1627902,1.0
208,8119,Y needs X Ving,deserved,the,win,playing,no value,51.443845685516976,0.13187040409183598,1.0
209,8161,Y needs X Ving,wanted,the,games,kicking,no value,53.3727181,-3.073754,1.0
210,8161,Y needs X Ving,wanted,the,games,kicking,no value,53.40837140000001,-2.9915726,1.0
211,8178,Y needs X Ving,want,the,entire,training,no value,53.871097999999996,-2.3930830000000003,1.0
212,8183,Y needs X Ving,needs,the,health,warning,no value,51.5073509,-0.12775830000000002,1.0
213,8247,Y needs X Ving,want,the,efl,blocking,no value,51.53187016431185,-3.382911069243583,1.0
214,8256,Y needs X Ving,want,the,heater,installing,no value,52.586973,-2.12882,1.0
215,8362,Y needs X Ved,want,the,same,no value,pointed,52.4750743,-1.8298330000000005,1.0
216,8462,Y needs X Ved,wanted,the,standard,no value,ruled,55.953252,-3.1882669999999997,1.0
217,8494,Y needs X Ving,wanted,the,worst,looking,no value,51.2787075,0.5217254,1.0
218,8498,Y needs X Ving,needed,the,roots,touching,no value,53.336512,-3.4076129999999996,1.0
219,8501,Y needs X to be Ved,want,the,stands,no value,named,51.396821,-0.0730589,1.0
220,8514,Y needs X to be Ved,want,the,outcome,no value,reversed,51.58498968425536,0.07886340531342599,1.0
221,8580,Y needs X Ved,deserved,the,win,no value,played,51.656489,-0.39032,1.0
222,8720,Y needs X Ved,want,the,game,no value,played,53.389991,-3.023009,1.0
223,8759,Y needs X Ving,want,the,same,doing,no value,52.092149,-1.9467700000000001,1.0
224,8814,Y needs X Ved,wanted,the,bill,no value,axed,55.864237,-4.251806,1.0
225,8892,Y needs X Ved,wanted,the,finger,no value,pointed,51.57888666494119,-3.224692570131378,1.0
226,9009,Y needs X to be Ved,want,the,club,no value,promoted,51.0576948,-1.3080629,1.0
227,9027,Y needs X Ving,needs,the,beard,removing,no value,51.5073509,-0.12775830000000002,1.0
228,9054,Y needs X to be Ved,want,the,league,no value,extended,56.46201800000001,-2.9707209999999997,1.0
229,9063,Y needs X Ving,wants,the,perfect,ending,no value,51.5073509,-0.12775830000000002,1.0
230,9101,Y needs X Ving,want,the,kids,educating,no value,53.70059666032843,-1.5485410704286018,1.0
231,9104,Y needs X to be Ved,want,the,game,no value,taken,51.3147593,-0.5599501,1.0
232,9126,Y needs X Ving,deserve,the,same,doing,no value,52.71523265985364,-2.762109067230733,1.0
233,9186,Y needs X Ved,wants,the,position,no value,abolished,53.381129,-1.470085,1.0
234,9200,Y needs X to be Ved,need,the,luas,no value,packed,53.158934200000004,-6.9095683,1.0
235,9200,Y needs X to be Ved,need,the,luas,no value,packed,53.34980529999999,-6.260309700000001,1.0
236,9206,Y needs X Ving,need,the,courts,cleaning,no value,54.569727155719825,-1.3219995670813898,1.0
237,9207,Y needs X Ving,wanted,the,locks,changing,no value,53.8007554,-1.5490774,1.0
238,9207,Y needs X Ving,wanted,the,locks,changing,no value,53.8108176,-1.7626099999999998,1.0
239,9254,Y needs X to be Ved,deserve,the,bill,no value,taken,51.895927,0.891874,1.0
240,9259,Y needs X Ving,wanted,the,driveway,doing,no value,52.406822,-1.519693,1.0
241,9295,Y needs X Ving,need,the,impossible,cleaning,no value,54.569727155719825,-1.3219995670813898,1.0
242,9323,Y needs X Ving,want,the,stats,concerning,no value,55.864237,-4.251806,1.0
243,9365,Y needs X Ved,need,the,help,no value,returned,56.071741,-3.452151,1.0
244,9365,Y needs X Ved,need,the,help,no value,returned,56.206132,-3.4229,1.0
245,9396,Y needs X Ving,need,the,classical,training,no value,51.46033918399733,-0.11540559392242199,1.0
246,9458,Y needs X Ving,need,the,account,closing,no value,53.727019999999996,-1.8575400000000002,1.0
247,9484,Y needs X Ved,want,the,stadium,no value,filled,54.97825200000001,-1.61778,1.0
248,9608,Y needs X Ving,need,the,shit,kicking,no value,53.60226700000001,-1.794173,1.0
249,9623,Y needs X Ved,need,the,teachers,no value,wanted,53.4807593,-2.2426305,1.0
250,9642,Y needs X to be Ved,wants,the,land,no value,used,51.454513,-2.58791,1.0
251,9707,Y needs X to be Ved,want,the,swans,no value,relegated,52.40443565445794,-4.001616560131069,1.0
252,9758,Y needs X Ving,wanted,the,water,draining,no value,54.90686899999999,-1.383801,1.0
253,9935,Y needs X Ving,needs,the,stain,removing,no value,51.0576948,-1.3080629,1.0
254,10003,Y needs X Ving,want,the,show,stopping,no value,51.60669716117755,-3.8129730657511733,1.0
255,10008,Y needs X Ving,need,the,filter,washing,no value,53.468445752657175,-2.2328139347110683,1.0
256,10010,Y needs X Ving,want,the,show,stopping,no value,51.60669716117755,-3.8129730657511733,1.0
257,10022,Y needs X Ving,want,the,show,stopping,no value,51.60669716117755,-3.8129730657511733,1.0
258,10038,Y needs X to be Ved,want,the,facts,no value,reported,53.8007554,-1.5490774,1.0
259,10054,Y needs X Ved,need,the,bearings,no value,replaced,50.942060999999995,-2.633308,1.0
260,10076,Y needs X Ving,need,the,same,doing,no value,52.22045018239496,0.5115784057048179,1.0
261,10093,Y needs X Ving,want,the,military,providing,no value,52.40443565445794,-4.001616560131069,1.0
262,10232,Y needs X Ving,need,the,business,doing,no value,53.588646,-0.654413,1.0
263,10244,Y needs X Ving,needs,the,smile,wiping,no value,53.249855164070084,-1.439097073790054,1.0
264,10276,Y needs X to be Ved,need,the,lies,no value,believed,56.46201800000001,-2.9707209999999997,1.0
265,10291,Y needs X to be Ved,want,the,facts,no value,reported,53.8007554,-1.5490774,1.0
266,10383,Y needs X Ved,wanted,the,game,no value,played,55.953252,-3.1882669999999997,1.0
267,10427,Y needs X to be Ved,want,the,discussion,no value,balanced,51.5073509,-0.12775830000000002,2.0
268,10512,Y needs X to be Ved,want,the,money,no value,spent,51.8895471848809,0.553941403446992,1.0
269,10548,Y needs X Ved,want,the,papers,no value,signed,55.864237,-4.251806,1.0
270,10650,Y needs X to be Ved,want,the,club,no value,associated,51.48159968342041,-0.19109359322287306,1.0
271,10653,Y needs X Ving,need,the,game,changing,no value,51.30308568456156,-0.20433959414800196,1.0
272,10673,Y needs X Ved,need,the,volume,no value,turned,51.5557739,-1.7797176,1.0
273,10738,Y needs X Ving,need,the,corbyn,supporting,no value,51.38544518372361,-0.252753593305613,1.0
274,10806,Y needs X Ved,need,the,issues,no value,sorted,54.597285,-5.93012,1.0
275,10812,Y needs X to be Ved,want,the,germans,no value,knocked,51.919683899999995,-0.6606569999999999,1.0
276,10822,Y needs X Ved,want,the,deal,no value,done,53.54286515802092,-2.116869067235112,1.0
277,10852,Y needs X Ved,want,the,job,no value,done,54.479500679431666,-5.693261763531883,1.0
278,10898,Y needs X Ved,wants,the,music,no value,turned,51.457876669614194,-2.585389575449031,1.0
279,10922,Y needs X Ving,want,the,game,taking,no value,53.4807593,-2.2426305,1.0
280,10937,Y needs X Ving,needs,the,dish,lifting,no value,54.97825200000001,-1.61778,1.0
281,10958,Y needs X Ved,want,the,bin,no value,dragged,52.831985257886274,-1.3331860278546828,1.0
282,11010,Y needs X Ved,want,the,products,no value,delivered,51.5073509,-0.12775830000000002,1.0
283,11017,Y needs X Ving,want,the,organist,playing,no value,56.12042962997166,-3.792553541373505,1.0
284,11021,Y needs X Ved,want,the,nhs,no value,killed,54.06800465042361,-2.775131059633978,1.0
285,11029,Y needs X Ved,deserve,the,same,no value,done,51.5073509,-0.12775830000000002,1.0
286,11153,Y needs X Ved,want,the,snow,no value,cleared,51.5288075,-3.2185444,1.0
287,11226,Y needs X Ving,want,the,excellent,ending,no value,51.457876669614194,-2.585389575449031,1.0
288,11269,Y needs X Ving,need,the,person,receiving,no value,53.48093460000001,-2.2473039,1.0
289,11304,Y needs X Ving,want,the,giant,killing,no value,52.35904118135346,0.493856406650878,1.0
290,11327,Y needs X Ved,want,the,job,no value,done,54.479500679431666,-5.693261763531883,1.0
291,11329,Y needs X Ved,want,the,precept,no value,spent,52.570384999999995,-1.8240419999999997,1.0
292,11361,Y needs X Ved,want,the,cofo,no value,printed,51.51448018375678,-0.092910093782144,1.0
