,userid,construction_type,verb,pronoun1,preposition,pronoun2,post,tag,latitude,longitude
1268,6262456,it+pronominal_object,brought,you,,us,by,,51.580559,-0.341995
1269,5759211,it+pronominal_object,send,me,,them,plss,,51.595832681806144,-0.337062091455874
1270,1141955,it+pronominal_object,send,him,to,you,first,prepositional_dative,54.97825200000001,-1.61778
1271,2160248,it+pronominal_object,sending,him,to,you,the,prepositional_dative,52.056736,1.14822
1272,1585861,it+pronominal_object,dm,me,,them,n,,52.1386394,-0.4667782
1273,4992245,it+pronominal_object,give,me,,them,right,,56.2082078,-3.1495175
1274,6002378,it+pronominal_object,send,us,,u,bank,,53.414608158671825,-2.155640067678695
1275,6002378,it+pronominal_object,send,us,,u,bank,,53.414608158671825,-2.155640067678695
1276,1620873,it+pronominal_object,give,her,to,me,thank,prepositional_dative,53.079567664445065,-1.573340073779794
1277,6272221,it+pronominal_object,send,them,to,me,and,prepositional_dative,51.7520209,-1.2577263
1278,2415384,it+pronominal_object,show,me,,him,i,,55.864237,-4.251806
1279,2430344,it+pronominal_object,show,me,,you,were,,53.763201,-2.70309
1280,1479791,it+pronominal_object,give,me,,him,this,,51.565195182438536,-0.26314009219365603
1281,1141426,it+pronominal_object,show,you,,them,when,,52.95478320000001,-1.1581086
1282,5507633,it+pronominal_object,send,us,,ya,nude,,53.794216155403994,-2.264324564769455
1283,5485155,it+pronominal_object,sell,him,to,us,then,prepositional_dative,55.864237,-4.251806
1284,2929123,it+pronominal_object,give,me,,them,excuses,,53.00266800000001,-2.179404
1285,5237611,it+pronominal_object,leave,you,,u,to,,51.2787075,0.5217254
1286,947603,it+pronominal_object,show,me,,u,still,,52.59625916524333,-1.999258573403991
1287,1793648,it+pronominal_object,send,you,,them,when,,54.283113,-0.399752
1288,1302155,it+pronominal_object,sending,them,to,you,personally,prepositional_dative,51.41074668067209,-0.754261089353091
1289,1302155,it+pronominal_object,sending,them,to,you,personally,prepositional_dative,51.41074668067209,-0.754261089353091
1290,3889086,it+pronominal_object,show,me,,you,gigi,,51.50006585402479,-0.141690545547076
1291,4670917,it+pronominal_object,sent,them,to,you,and,prepositional_dative,53.4807593,-2.2426305
1292,2718750,it+pronominal_object,bring,them,,you,instead,,52.6775873,-2.4672611
1293,346719,it+pronominal_object,get,me,,her,number,,53.381129,-1.470085
1294,3196047,it+pronominal_object,drive,him,to,you,myself,prepositional_dative,51.5463526,-0.1087543
1295,790407,it+pronominal_object,give,him,,us,for,,53.40837140000001,-2.9915726
1296,5177072,it+pronominal_object,compare,me,to,them,them,prepositional_dative,51.5073509,-0.12775830000000002
1297,4658191,it+pronominal_object,got,you,,me,at,,51.1277261858565,-0.186832095288607
1298,970844,it+pronominal_object,sent,them,to,you,you,prepositional_dative,51.481581,-3.17909
1299,2007484,it+pronominal_object,give,me,,ya,money,,51.3147593,-0.5599501
1300,784056,it+pronominal_object,dm,them,to,me,me,prepositional_dative,53.64991762809028,-6.775433035000751
