index,userid,Unnamed: 0,variant,main_verb,determiner,noun,gerund,participle,latitude,longitude
656,1032879,91411,Y needs X to be Ved,want,the,shirt,,framed,53.7676236,-0.3274198
657,1709053,84142,Y needs X Ving,need,the,baby,changing,,51.35093093001289,-0.168165359909834
658,1721960,109306,Y needs X to be Ved,needed,the,trains,,cancelled,51.5073509,-0.12775830000000002
659,1721960,109306,Y needs X to be Ved,needed,the,trains,,cancelled,51.4542645,-0.9781303
660,2743442,4049,Y needs X Ving,want,the,happy,ending,,51.50378618328007,-0.189189593109732
661,1237066,69716,Y needs X Ved,need,the,song,,played,50.9097004,-1.4043508999999998
662,554632,116279,Y needs X to be Ved,want,the,club,,stamped,52.6139686,0.8864021000000001
663,4284384,30159,Y needs X Ved,need,the,rest,,done,54.283113,-0.399752
664,5322855,73246,Y needs X Ved,wanted,the,card,,played,52.411811,-1.77761
665,6437559,124762,Y needs X Ved,wanted,the,work,,done,51.752725,-0.339436
666,5507211,110379,Y needs X Ved,want,the,buffet,,delivered,50.3754565,-4.1426565
667,1145979,37485,Y needs X to be Ved,want,the,problems,,solved,55.864237,-4.251806
668,535444,2610,Y needs X Ved,want,the,kurdish,,led,51.26282567971772,-1.094588087623305
669,3617232,25140,Y needs X to be Ved,want,the,car,,driven,53.92932934934833,-1.124986051583595
670,3617232,25415,Y needs X to be Ved,want,the,car,,driven,53.92932934934833,-1.124986051583595
671,2302660,86181,Y needs X Ving,need,the,potholes,fixing,,52.8543675,-1.6882087
672,1884516,8178,Y needs X Ving,want,the,entire,training,,53.871098,-2.3930830000000003
673,2711870,9254,Y needs X to be Ved,deserve,the,bill,,taken,51.895927,0.891874
674,4570166,79206,Y needs X Ved,need,the,right,,sorted,52.6541454,-7.2447879
675,4531154,114823,Y needs X Ving,need,the,full,backing,,55.9070198,-3.5517167
676,5078605,52998,Y needs X Ved,wanted,the,deadwood,,removed,50.876737671396036,-2.961381575871904
677,2795602,76313,Y needs X Ved,want,the,character,,binned,51.368017,-0.400788
678,4735710,88706,Y needs X Ving,deserves,the,right,training,,51.10914010000001,-0.1872275
679,80735,31939,Y needs X to be Ved,want,the,budget,,spent,51.4828358,-0.3882062
680,1320976,62146,Y needs X to be Ved,deserve,the,right,,treated,50.8279319,-0.168749
681,4387191,117477,Y needs X to be Ved,need,the,card,,covered,53.4807593,-2.2426305
682,4387191,117477,Y needs X to be Ved,need,the,card,,covered,53.4807593,-2.2426305
683,6231818,71159,Y needs X Ved,need,the,background,,removed,51.3147593,-0.5599501
684,6231818,71179,Y needs X Ved,need,the,background,,removed,51.3147593,-0.5599501
685,3848525,71489,Y needs X to be Ved,want,the,game,,played,53.41939615476637,-2.797907563077365
686,5906669,3627,Y needs X to be Ved,want,the,police,,questioned,51.5073509,-0.12775830000000002
687,6420104,41370,Y needs X Ving,want,the,board,sacking,,53.41987815404958,-2.915426562244173
688,6473738,94508,Y needs X Ving,need,the,drum,playing,,53.588646,-0.654413
689,4853223,77443,Y needs X to be Ved,need,the,mk1,,finished,54.400143501245616,-7.976763137744152
690,6110529,10276,Y needs X to be Ved,need,the,lies,,believed,56.46201800000001,-2.970721
691,4558321,126092,Y needs X to be Ved,wants,the,ball,,played,51.0576948,-1.3080629
692,3845535,90654,Y needs X Ving,need,the,rabbit,cleaning,,53.757707,-1.661786
693,3733780,10937,Y needs X Ving,needs,the,dish,lifting,,54.97825200000001,-1.61778
694,3013007,93033,Y needs X Ved,deserve,the,delay,,given,51.465819670112374,-2.4925075760866897
695,280573,121660,Y needs X to be Ved,want,the,game,,played,52.9225301,-1.4746186
696,3046193,53873,Y needs X Ving,need,the,arts,adding,,52.9225301,-1.4746186
697,3850587,81062,Y needs X Ved,want,the,deal,,done,54.90686899999999,-1.383801
698,3912788,80328,Y needs X to be Ved,want,the,rugby,,cancelled,53.5450645,-2.6325074
699,1843035,101255,Y needs X Ving,needs,the,seed,sucking,,54.77525,-1.584852
700,1843035,101255,Y needs X Ving,needs,the,seed,sucking,,52.205337,0.121817
701,1843035,101255,Y needs X Ving,needs,the,seed,sucking,,51.961726,1.351255
702,2140226,15241,Y needs X Ving,want,the,bank,breaking,,53.801955659532176,-1.565489569728704
703,4344362,3960,Y needs X Ving,wanted,the,game,stopping,,53.4807593,-2.2426305
704,5651137,57550,Y needs X Ving,needs,the,fans,backing,,52.449845,-2.050526
705,1409384,76147,Y needs X Ving,needs,the,fans,backing,,52.6139686,0.8864021000000001
706,3401624,35949,Y needs X Ving,wanted,the,blind,changing,,53.64579200000001,-1.7850351000000002
707,5856323,19272,Y needs X Ving,needed,the,health,warning,,54.5772323,-2.7974835
708,1382642,70333,Y needs X to be Ved,wants,the,uk,,isolated,55.94319513486961,-3.203008046263737
709,2384082,8814,Y needs X Ved,wanted,the,bill,,axed,55.864237,-4.251806
710,43512,35710,Y needs X Ved,wanted,the,show,,cancelled,53.95996510000001,-1.0872979
711,3160973,52487,Y needs X Ved,need,the,whip,,suspended,55.864237,-4.251806
712,616602,49362,Y needs X Ved,want,the,trials,,completed,51.25974618315957,-0.501127092134465
713,2289829,62637,Y needs X Ving,needed,the,car,pushing,,53.73661915303021,-2.7227555618461854
714,4160661,63320,Y needs X Ved,want,the,job,,done,53.4807593,-2.2426305
715,6084727,74981,Y needs X Ving,need,the,financial,backing,,51.903862625520325,-9.033306029107486
716,6084727,73484,Y needs X Ved,want,the,simpsons,,cancelled,51.903862625520325,-9.033306029107486
717,2021168,91060,Y needs X Ving,want,the,church,nurturing,,52.1444641679635,-2.065539075449509
718,1852988,12225,Y needs X to be Ved,wants,the,nhs,,turned,51.5073509,-0.12775830000000002
719,3395486,41023,Y needs X Ved,want,the,job,,did,55.7643524,-4.1769987
720,1891545,10022,Y needs X Ving,want,the,show,stopping,,51.60669716117755,-3.812973065751173
721,1891545,10010,Y needs X Ving,want,the,show,stopping,,51.60669716117755,-3.812973065751173
722,1891545,10003,Y needs X Ving,want,the,show,stopping,,51.60669716117755,-3.812973065751173
723,6579359,77808,Y needs X Ving,need,the,mans,touching,,53.4807593,-2.2426305
724,573499,5970,Y needs X Ving,needs,the,shit,coaching,,51.5073509,-0.12775830000000002
725,573499,5988,Y needs X Ving,needs,the,shit,coaching,,51.5073509,-0.12775830000000002
726,1796798,9009,Y needs X to be Ved,want,the,club,,promoted,51.0576948,-1.3080629
727,4287876,35274,Y needs X Ving,deserve,the,widest,viewing,,51.5073509,-0.12775830000000002
728,4287876,35274,Y needs X Ving,deserve,the,widest,viewing,,51.5073509,-0.12775830000000002
729,3281322,64327,Y needs X Ving,want,the,scots,firing,,53.257282634773176,-6.174398040887319
730,2936089,14381,Y needs X Ved,want,the,business,,done,53.4807593,-2.2426305
731,1486757,42167,Y needs X Ving,wanted,the,whole,depressing,,52.0406224,-0.7594171
732,1486757,42167,Y needs X Ving,wanted,the,whole,depressing,,52.0406224,-0.7594171
733,2404929,50588,Y needs X to be Ved,want,the,case,,closed,53.40837140000001,-2.9915726
734,3963319,48352,Y needs X Ved,need,the,hole,,closed,51.3689461,-0.3824197
735,160437,107710,Y needs X to be Ved,need,the,tickets,,printed,53.4807593,-2.2426305
736,5567715,70942,Y needs X Ving,need,the,banners,printing,,53.08046417199626,-0.282015583294188
737,5563897,29461,Y needs X Ved,want,the,lounge,,finished,50.3754565,-4.1426565
738,2216988,97291,Y needs X to be Ved,wants,the,law,,debated,51.4516523,-0.902918
739,2216988,97293,Y needs X to be Ved,wants,the,bill,,debated,51.4516523,-0.902918
740,6481843,96822,Y needs X Ving,needs,the,pressure,taking,,51.222491,1.401661
741,2033254,20521,Y needs X Ved,need,the,units,,replaced,55.793868,-4.09492
742,2686526,36682,Y needs X Ving,want,the,ira,knocking,,53.40837140000001,-2.9915726
743,3176342,83913,Y needs X Ved,need,the,house,,painted,57.566692117591494,-4.179020530961667
744,5151606,58410,Y needs X to be Ved,want,the,trial,,protected,55.864237,-4.251806
745,3014023,101857,Y needs X Ving,need,the,rules,explaining,,51.5165203,-0.1720661
746,5971964,63470,Y needs X Ving,want,the,flag,taking,,51.3624409,-0.858333
747,5971964,63790,Y needs X Ving,want,the,flag,taking,,51.3624409,-0.858333
748,951398,85368,Y needs X Ved,wanted,the,league,,done,55.864237,-4.251806
749,1984842,86554,Y needs X Ved,want,the,league,,needed,53.469850153162156,-3.0044555613404573
750,513028,108254,Y needs X to be Ved,wants,the,show,,cancelled,51.8985143,-8.4756035
751,4944082,56298,Y needs X Ving,needed,the,volume,turning,,51.525671717163256,-0.124644161716064
752,4284651,108114,Y needs X Ving,wants,the,same,doing,,53.230688,-0.540579
753,1141353,16613,Y needs X Ving,needs,the,boards,backing,,55.8013461309657,-3.984747541856161
754,4772290,117981,Y needs X to be Ved,deserve,the,chance,,crowned,53.5450645,-2.6325074
755,5548760,15480,Y needs X Ving,need,the,coffee,following,,54.597285,-5.93012
756,773723,19896,Y needs X Ved,want,the,redevelopment,,completed,51.52241400000001,-0.7219
757,903120,13404,Y needs X Ved,wanted,the,hair,,removed,51.5073509,-0.12775830000000002
758,903120,13404,Y needs X Ved,wanted,the,hair,,removed,50.3754565,-4.1426565
759,1356185,114606,Y needs X Ved,need,the,impossible,,done,51.493015,-0.167214
760,1358486,50048,Y needs X Ved,wants,the,more,,experienced,53.3727181,-3.073754
761,769534,60924,Y needs X to be Ved,want,the,items,,collected,54.65419710000001,-5.6730648
762,5643452,33306,Y needs X Ving,need,the,batteries,changing,,53.567471,-0.08078400000000001
763,3039871,111445,Y needs X Ving,needs,the,total,backing,,51.5073509,-0.12775830000000002
764,3039871,111445,Y needs X Ving,needs,the,total,backing,,51.376165,-0.098234
765,2498433,57617,Y needs X Ved,want,the,system,,overhauled,52.96971866756354,-1.172265577340935
766,3844299,108397,Y needs X Ving,want,the,government,moving,,51.1464659,0.8750190000000001
767,5155579,49228,Y needs X Ved,want,the,cover,,signed,53.381129,-1.470085
768,1249492,51887,Y needs X Ving,needs,the,perfect,fitting,,56.200842,-3.15986
769,222665,11329,Y needs X Ved,want,the,precept,,spent,52.570385,-1.824042
770,3967996,36223,Y needs X Ved,want,the,heating,,turned,51.5073509,-0.12775830000000002
771,501322,44151,Y needs X Ving,need,the,cast,recording,,53.5409298,-2.1113659
772,2696463,65603,Y needs X Ving,needs,the,shims,taking,,52.62626317016146,-1.130669579608375
773,5435080,98861,Y needs X Ving,want,the,format,changing,,53.40837140000001,-2.9915726
774,2649150,41563,Y needs X Ving,need,the,blanks,filling,,52.6110324,-1.9142056
775,3410278,22457,Y needs X Ving,want,the,world,seeing,,53.8007554,-1.5490774
776,6418658,9623,Y needs X Ved,need,the,teachers,,wanted,53.4807593,-2.2426305
777,3833864,14205,Y needs X Ved,want,the,season,,done,51.481581,-3.17909
778,2161702,2909,Y needs X Ving,need,the,proper,seating,,53.34331261465831,-9.10650402195976
779,2814145,28689,Y needs X Ving,needs,the,statue,returning,,53.40837140000001,-2.9915726
780,1801643,51540,Y needs X Ving,want,the,place,looking,,52.906017341931246,-1.134893482778665
781,2291165,67142,Y needs X Ving,needs,the,fans,backing,,51.14215268824625,0.251505901429205
782,6029423,68770,Y needs X Ved,want,the,national,,banned,51.87867070000001,-0.4200255
783,3132570,83782,Y needs X Ving,need,the,royals,doing,,51.5073509,-0.12775830000000002
784,3132570,79892,Y needs X Ved,want,the,gates,,opened,51.5073509,-0.12775830000000002
785,551145,102126,Y needs X Ved,need,the,door,,opened,51.490250438605315,-0.16692022635136902
786,4076521,54058,Y needs X Ving,needs,the,wheels,sorting,,51.555914,0.248894
787,4076521,65503,Y needs X Ving,needs,the,interior,sorting,,51.555914,0.248894
788,4076521,92613,Y needs X Ving,needed,the,doors,painting,,51.555914,0.248894
789,4076521,82446,Y needs X Ving,needs,the,build,finishing,,51.555914,0.248894
790,4076521,80912,Y needs X Ving,want,the,interior,changing,,51.555914,0.248894
791,4076521,56473,Y needs X Ving,needed,the,carpets,doing,,51.555914,0.248894
792,4076521,86467,Y needs X Ved,needs,the,arches,,filled,51.555914,0.248894
793,5844726,11010,Y needs X Ved,want,the,products,,delivered,51.5073509,-0.12775830000000002
794,6163924,3521,Y needs X Ved,want,the,paperwork,,sent,50.92132718030879,-1.3964665872724658
795,75775,47956,Y needs X Ved,need,the,policy,,scrapped,53.4807593,-2.2426305
796,75775,47957,Y needs X Ved,need,the,policy,,scrapped,53.4807593,-2.2426305
797,2291661,65836,Y needs X Ving,need,the,email,removing,,53.55263000000001,-1.479726
798,1799195,81954,Y needs X Ved,want,the,christmas,,removed,51.5073509,-0.12775830000000002
799,1799195,81954,Y needs X Ved,want,the,christmas,,removed,51.5073509,-0.12775830000000002
800,2312086,49709,Y needs X Ving,want,the,woman,representing,,51.5073509,-0.12775830000000002
801,2927735,56769,Y needs X Ving,want,the,fans,spoiling,,52.592257664633294,-2.106407072646853
802,1930642,22870,Y needs X Ving,want,the,knee,knocking,,51.5073509,-0.12775830000000002
803,2635441,12231,Y needs X Ving,needs,the,same,training,,53.147195,-1.198674
804,5486308,29980,Y needs X Ving,wants,the,monkey,taking,,53.092117659087506,-2.456814067325582
805,273621,75391,Y needs X to be Ved,want,the,audience,,shocked,51.35234518254006,-0.498891591622144
806,3200215,41485,Y needs X Ved,want,the,driver,,punished,51.5073509,-0.12775830000000002
807,568886,64485,Y needs X Ving,needed,the,media,training,,51.8072204,-0.8127664000000001
808,4676750,72573,Y needs X Ving,needed,the,fake,blocking,,51.584151,-2.997664
809,4224226,131479,Y needs X Ved,wanted,the,ball,,changed,51.386322,0.551438
810,2723614,16004,Y needs X Ving,want,the,neighbours,talking,,52.76971968236267,1.164130903952646
811,23891,82100,Y needs X Ving,needs,the,oil,replacing,,53.26765015980494,-2.13549356864903
812,5075187,61517,Y needs X Ved,want,the,guard,,removed,53.5768647,-2.4282192000000005
813,1407964,93393,Y needs X Ving,need,the,events,planning,,51.365322869503046,-0.13427937874796
814,415162,38906,Y needs X Ved,wanted,the,message,,sent,50.873872,0.00878
815,3207143,76506,Y needs X Ving,need,the,photographs,updating,,53.282872,-3.82948
816,3207143,76527,Y needs X Ving,need,the,photographs,updating,,53.282872,-3.82948
817,2382913,33863,Y needs X Ving,deserved,the,win,managing,,53.1046782,-1.5623885
818,1183572,8077,Y needs X to be Ved,want,the,games,,moved,51.700369,-3.045268
819,4784578,11304,Y needs X Ving,want,the,giant,killing,,52.35904118135346,0.493856406650878
820,4784578,11368,Y needs X Ving,want,the,giant,killing,,52.35904118135346,0.493856406650878
821,1457163,86300,Y needs X Ved,want,the,board,,sacked,51.3611996854859,0.027432904414382002
822,4387392,68650,Y needs X Ving,want,the,full,dressing,,52.3959171741577,-0.7156240840109008
823,2408297,128321,Y needs X to be Ved,want,the,team,,allowed,52.97894,-0.026577
824,6275073,47882,Y needs X Ving,need,the,legs,removing,,53.81750529999999,-3.0356748
825,6391924,57768,Y needs X Ved,want,the,road,,cleared,53.1589342,-6.9095683
826,6391924,57791,Y needs X Ved,want,the,road,,cleared,53.1589342,-6.9095683
827,2964510,80277,Y needs X Ved,need,the,documentaries,,updated,54.9612234,-1.7181963
828,4468589,88790,Y needs X Ving,need,the,skin,removing,,53.230688,-0.540579
829,4468589,88790,Y needs X Ving,need,the,skin,removing,,53.8108176,-1.7626099999999998
830,1408696,73378,Y needs X to be Ved,want,the,negev,,used,53.5409298,-2.1113659
831,4571675,60866,Y needs X Ving,want,the,french,calling,,53.7632254,-2.7044052000000014
832,858228,33358,Y needs X Ving,needs,the,paint,changing,,52.6139686,0.8864021000000001
833,564000,7406,Y needs X Ving,want,the,bonus,coaching,,53.3900441,-2.5969501
834,3320105,63946,Y needs X to be Ved,wants,the,#imps,,inspired,52.9451889,-0.1601246
835,5267355,35296,Y needs X Ving,want,the,activity,tracking,,55.953252,-3.188267
836,3513417,52174,Y needs X Ving,need,the,cast,recording,,51.880087,0.5509269
837,314157,62840,Y needs X Ving,want,the,government,spending,,56.03544513293048,-3.41290204435125
838,4955115,115378,Y needs X Ving,need,the,husbands,talking,,53.40837140000001,-2.9915726
839,2922038,3633,Y needs X Ving,want,the,old,chasing,,53.4807593,-2.2426305
840,3568063,45648,Y needs X Ved,want,the,order,,cancelled,51.5073509,-0.12775830000000002
841,3756131,47894,Y needs X Ving,needs,the,financial,backing,,53.40837140000001,-2.9915726
842,2479559,91336,Y needs X Ved,want,the,job,,done,53.3976041,-2.9436644
843,417884,45625,Y needs X Ved,need,the,club,,opened,53.230688,-0.540579
844,6559801,125517,Y needs X Ving,need,the,shoulder,moving,,51.45187560754813,-0.235880722190954
845,2207889,63819,Y needs X Ving,wanted,the,happy,ending,,57.73945361627269,-4.20044052988233
846,1995014,106014,Y needs X Ving,want,the,whole,turning,,53.8007554,-1.5490774
847,5317350,16695,Y needs X Ved,want,the,bitch,,fired,52.59625916524333,-1.999258573403991
848,5317350,16685,Y needs X Ved,want,the,bitch,,fired,52.59625916524333,-1.999258573403991
849,6127144,65083,Y needs X Ving,want,the,public,offering,,51.27675519204428,1.090135895722492
850,559065,113764,Y needs X Ved,want,the,work,,done,51.544821184222144,0.024996405492847
851,559065,113822,Y needs X Ved,want,the,work,,done,51.544821184222144,0.024996405492847
852,5608003,102085,Y needs X Ving,want,the,portfolio,sending,,53.55263000000001,-1.479726
853,4862147,78991,Y needs X Ving,need,the,testosterone,rushing,,51.5073509,-0.12775830000000002
854,476472,70843,Y needs X Ving,need,the,bottom,doing,,53.3900441,-2.5969501
855,2636590,93491,Y needs X to be Ved,wanted,the,tories,,punished,51.5073509,-0.12775830000000002
856,455336,21697,Y needs X Ved,need,the,odd,,experienced,52.68161800000001,0.937827
857,455336,21391,Y needs X Ved,need,the,odd,,experienced,52.68161800000001,0.937827
858,6082,68177,Y needs X Ving,want,the,fight,stopping,,53.763201,-2.70309
859,1034082,88737,Y needs X Ved,wanted,the,difference,,refunded,52.90501166737354,-1.28007457691794
860,3719136,112408,Y needs X Ving,needs,the,smile,taking,,53.4807593,-2.2426305
861,6505717,77964,Y needs X Ving,want,the,person,creating,,51.5459269,0.7077123000000001
862,305081,68813,Y needs X Ved,need,the,music,,turned,54.597285,-5.93012
863,305081,68873,Y needs X Ved,need,the,music,,turned,54.597285,-5.93012
864,4453931,29340,Y needs X Ving,deserves,the,hooligans,sending,,53.4807593,-2.2426305
865,1511147,67747,Y needs X Ving,needs,the,light,replacing,,53.5434536547857,-2.653237563412284
866,240424,65693,Y needs X Ving,want,the,surgeon,doing,,53.4807593,-2.2426305
867,4747917,69136,Y needs X to be Ved,want,the,try,,awarded,55.953252,-3.188267
868,1789703,79030,Y needs X to be Ved,want,the,deal,,approved,53.530731655875655,-2.487430564659624
869,5850834,40849,Y needs X Ving,need,the,right,learning,,51.4089104,-0.21603520000000004
870,3800719,80115,Y needs X Ving,need,the,rainbow,cleaning,,52.4750743,-1.8298330000000005
871,6398645,82517,Y needs X Ving,want,the,eu,looking,,53.95996510000001,-1.0872979
872,5160495,19915,Y needs X to be Ved,need,the,church,,connected,52.0406224,-0.7594171
873,4467313,12924,Y needs X Ving,deserves,the,biggest,beating,,51.5073509,-0.12775830000000002
874,4467313,12924,Y needs X Ving,deserves,the,biggest,beating,,51.7159269,-1.9711737
875,2480894,74895,Y needs X Ving,need,the,contract,taking,,53.5450645,-2.6325074
876,1127226,89992,Y needs X Ved,need,the,law,,changed,53.146561,-2.367382
877,1127226,89086,Y needs X Ved,need,the,law,,changed,53.146561,-2.367382
878,3934739,69031,Y needs X Ving,deserved,the,win,knocking,,50.71505,-1.987248
879,1177022,81285,Y needs X to be Ved,deserves,the,right,,helped,50.8197675,-1.0879769
880,2551197,56527,Y needs X to be Ved,wanted,the,team,,named,53.4807593,-2.2426305
881,5723990,35049,Y needs X to be Ved,want,the,proposals,,passed,54.89370079999999,-2.9340058
882,4326471,4259,Y needs X to be Ved,want,the,manager,,sacked,50.759711180522785,-1.5505730870166867
883,824398,54747,Y needs X to be Ved,want,the,conclusion,,written,51.5424361831868,-0.15940259311419194
884,1387363,100728,Y needs X Ving,needs,the,gutters,cleaning,,50.84780469142617,0.460998898109147
885,6412770,21380,Y needs X Ving,want,the,phones,blocking,,53.235048,-1.421629
886,3666832,87229,Y needs X Ved,wanted,the,fancy,,limited,51.724376,-0.834518
887,1023572,36312,Y needs X to be Ved,want,the,clock,,remembered,52.486243,-1.890401
888,133888,34769,Y needs X Ving,want,the,kids,seeing,,52.467449629152156,-7.888808033694062
889,4074161,34044,Y needs X to be Ved,want,the,motion,,passed,53.4807593,-2.2426305
890,1111788,15852,Y needs X to be Ved,deserves,the,chance,,examined,53.4807593,-2.2426305
891,3495307,2587,Y needs X Ving,want,the,inside,doing,,51.8642449,-2.238156
892,90775,21458,Y needs X Ving,need,the,poster,framing,,53.482769,-1.593719
893,556947,30383,Y needs X to be Ved,want,the,bbc,,abolished,54.236107,-4.548056
894,734343,30750,Y needs X Ved,wanted,the,players,,sacked,51.549438188131454,0.7212509001745
895,3784053,6396,Y needs X Ved,want,the,steward,,sacked,54.46556612568332,-6.263555534146981
896,3205308,60413,Y needs X Ved,need,the,house,,cleansed,54.97825200000001,-1.61778
897,1818610,47321,Y needs X to be Ved,want,the,judiciary,,subjected,54.92103111183631,-7.866290521939138
898,1777853,59200,Y needs X Ving,need,the,maser,doing,,51.1464659,0.8750190000000001
899,3850977,4721,Y needs X Ving,needs,the,aerial,moving,,53.456952157913115,-2.233479566883483
900,3850977,4525,Y needs X Ving,needs,the,aerial,moving,,53.456952157913115,-2.233479566883483
901,1384334,7928,Y needs X Ving,deserves,the,great,following,,53.801955659532176,-1.565489569728704
902,3990952,83308,Y needs X Ving,deserved,the,fairytale,ending,,52.29764416770566,-1.930982575577574
903,1408044,78732,Y needs X Ved,want,the,burka,,banned,52.67830966515661,-1.918748073529578
904,3459385,113415,Y needs X Ving,need,the,tension,releasing,,53.5768647,-2.4282192000000005
905,3459385,113415,Y needs X Ving,need,the,tension,releasing,,53.653511,-2.632596
906,3459385,113306,Y needs X Ving,need,the,tension,releasing,,53.5768647,-2.4282192000000005
907,3459385,113306,Y needs X Ving,need,the,tension,releasing,,53.653511,-2.632596
908,5014519,74917,Y needs X Ved,want,the,familiar,,done,52.95478320000001,-1.1581086
909,4252236,4390,Y needs X to be Ved,want,the,homeless,,chosen,52.63687779999999,-1.1397592
910,699254,65964,Y needs X to be Ved,want,the,facts,,investigated,52.5684861323629,-7.293810037033281
911,4923885,90524,Y needs X Ved,needs,the,ball,,played,53.486017,-2.9499065
912,4675349,31199,Y needs X Ving,want,the,heads,looking,,53.432603500000006,-1.3635008999999998
913,4675349,31146,Y needs X Ving,want,the,heads,looking,,53.432603500000006,-1.3635008999999998
914,407035,15426,Y needs X Ving,want,the,eu,protecting,,51.51786616945721,-2.542093575435865
915,5303377,14786,Y needs X to be Ved,want,the,referee,,given,51.5073509,-0.12775830000000002
916,1578155,16161,Y needs X Ving,deserved,the,win,looking,,55.864237,-4.251806
917,549498,20486,Y needs X Ved,want,the,job,,done,52.87449162513964,-8.054345030679077
918,3800248,63705,Y needs X Ving,want,the,france,training,,52.9225301,-1.4746186
919,2953286,20869,Y needs X Ving,want,the,guys,designing,,51.5073509,-0.12775830000000002
920,5141436,4537,Y needs X Ving,deserve,the,twitter,knocking,,51.5073509,-0.12775830000000002
921,5141436,4522,Y needs X Ving,deserve,the,twitter,knocking,,51.5073509,-0.12775830000000002
922,1279823,9365,Y needs X Ved,need,the,help,,returned,56.071741,-3.452151
923,1279823,9365,Y needs X Ved,need,the,help,,returned,56.206132,-3.4229
924,2129612,41097,Y needs X to be Ved,needed,the,jcb,,moved,52.1872472,0.9707801
925,4026588,35012,Y needs X Ving,want,the,stats,comparing,,51.481581,-3.17909
926,4026588,35000,Y needs X Ving,want,the,stats,comparing,,51.481581,-3.17909
927,3485857,2227,Y needs X to be Ved,want,the,point,,confused,52.205337,0.121817
928,2957363,13190,Y needs X Ving,need,the,team,playing,,52.056736,1.14822
929,2957363,13190,Y needs X Ving,need,the,team,playing,,52.569354,1.115305
930,2957363,13269,Y needs X Ving,need,the,team,playing,,52.056736,1.14822
931,2957363,13269,Y needs X Ving,need,the,team,playing,,52.569354,1.115305
932,1301317,7050,Y needs X Ved,want,the,result,,respected,52.486243,-1.890401
933,1301317,7050,Y needs X Ved,want,the,result,,respected,54.77525,-1.584852
934,579521,64595,Y needs X Ved,need,the,bloods,,taken,51.5073509,-0.12775830000000002
935,5172813,85631,Y needs X Ving,need,the,volume,increasing,,53.381129,-1.470085
936,5299673,1941,Y needs X to be Ved,want,the,brexit,,sorted,51.44051418303791,-0.30699559257628
937,5847244,32505,Y needs X Ving,want,the,eu,closing,,51.5073509,-0.12775830000000002
938,5847244,31943,Y needs X Ving,want,the,eu,closing,,51.5073509,-0.12775830000000002
939,4411036,104523,Y needs X to be Ved,need,the,games,,given,51.5946799,-3.784097
940,875503,111632,Y needs X to be Ved,want,the,nhs,,flogged,52.9451889,-0.1601246
941,339341,11361,Y needs X Ved,want,the,cofo,,printed,51.51448018375678,-0.092910093782144
942,5719020,48131,Y needs X Ved,want,the,model,,reformed,51.565195182438536,-0.26314009219365603
943,5454088,49743,Y needs X Ving,needs,the,engine,taking,,54.17783999675206,-2.868873881394513
944,83444,66815,Y needs X Ving,need,the,same,training,,53.381129,-1.470085
945,83444,66985,Y needs X Ving,need,the,same,training,,53.381129,-1.470085
946,466106,84167,Y needs X Ved,needs,the,shite,,retweeted,53.95996510000001,-1.0872979
947,6364149,6266,Y needs X to be Ved,need,the,change,,highlighted,51.5454736,-0.1627902
948,6364149,8104,Y needs X to be Ved,want,the,building,,adapted,51.5454736,-0.1627902
949,95782,44834,Y needs X to be Ved,want,the,party,,destroyed,53.60937965734618,-2.153000566602336
950,4828605,21928,Y needs X Ved,want,the,manager,,sacked,50.9146461809198,-1.299115588044193
951,1358538,29695,Y needs X Ving,deserve,the,success,following,,50.768035,0.29047199999999995
952,4590058,36465,Y needs X Ving,needs,the,right,backing,,51.5073509,-0.12775830000000002
953,4590058,36465,Y needs X Ving,needs,the,right,backing,,51.5971434,-0.1979547
954,3113505,80337,Y needs X Ved,want,the,papers,,reviewed,52.406822,-1.519693
955,3113505,80177,Y needs X Ved,want,the,papers,,reviewed,52.406822,-1.519693
956,4003588,27541,Y needs X Ving,need,the,ball,playing,,53.738240666289215,-0.492195577915029
957,5833506,53041,Y needs X Ving,want,the,most,exciting,,51.5073509,-0.12775830000000002
958,3065326,100271,Y needs X to be Ved,wants,the,ball,,played,50.719164,-1.880769
959,3919097,70861,Y needs X Ving,want,the,same,rolling,,51.28397568033857,-0.9622895885015628
960,60119,21550,Y needs X Ving,need,the,same,transforming,,52.95478320000001,-1.1581086
961,3739500,13465,Y needs X Ving,wants,the,base,painting,,52.95478320000001,-1.1581086
962,1562035,20814,Y needs X Ved,want,the,pallet/shrinkwrap,,removed,51.9196839,-0.6606569999999999
963,3636682,47344,Y needs X Ving,needs,the,same,backing,,51.2787075,0.5217254
964,3025955,58789,Y needs X Ving,need,the,time,playing,,51.5255162,0.0352163
965,1276735,29081,Y needs X Ving,want,the,inspectors,fining,,53.456952157913115,-2.233479566883483
966,2381859,79675,Y needs X Ved,want,the,defence,,sorted,51.49700116578065,-3.179799570901813
967,1723337,70201,Y needs X Ving,needs,the,brim,finishing,,53.584184155823486,-2.434952064733921
968,4783955,28897,Y needs X to be Ved,want,the,video,,used,53.8007554,-1.5490774
969,980035,54680,Y needs X to be Ved,want,the,right,,treated,50.83761,-0.774936
970,4291189,57926,Y needs X Ving,want,the,twitterverse,seeing,,52.772571,-1.2052126
971,6253431,21862,Y needs X Ving,want,the,commentators,talking,,55.958674,-2.7748641
972,4767074,59881,Y needs X Ving,needs,the,bike,delivering,,51.9196839,-0.6606569999999999
